common_name,class,order,adult_weight_g,max_longevity_yrs,metabolic_rate_w,body_mass_g,female_maturity_days,gestation_days,litter_size,body_temp_k
Weasel sportive lemur,Mammalia,Primates,700.0,,,,592.0,135.0,1.0,
Red-tailed sportive lemur,Mammalia,Primates,779.0,,,,595.0,136.0,1.0,
Calabar angwantibo,Mammalia,Primates,257.5,13.0,0.731,206.0,279.0,133.0,1.0,309.15
"Red slender loris, or Slender loris",Mammalia,Primates,238.2,21.6,0.714,284.0,380.0,166.0,1.3,308.65
Slow loris,Mammalia,Primates,890.5,25.8,1.504,1128.6,578.0,188.0,1.0,308.55
Pygmy slow loris,Mammalia,Primates,419.0,19.3,,,273.0,188.0,2.0,
Potto,Mammalia,Primates,919.9,32.4,1.942,968.6,547.0,170.0,1.0,309.25
"Bald uacari, or Red uakari",Mammalia,Primates,3165.0,35.8,,,1204.0,182.0,1.0,
Black uakari,Mammalia,Primates,2935.0,,,,,,1.0,
White-nosed bearded saki,Mammalia,Primates,2910.0,20.0,,,1460.0,160.0,1.0,
Brown-bearded saki,Mammalia,Primates,2942.5,19.6,,,1460.0,160.0,1.0,
Equatorial saki,Mammalia,Primates,1200.0,,,,,,,
Gray monk saki,Mammalia,Primates,1200.0,,,,,,,
Monk saki,Mammalia,Primates,1780.0,25.0,,,,,1.0,
Guianan saki,Mammalia,Primates,1480.0,36.0,,,775.0,158.0,1.0,
Coppery titi,Mammalia,Primates,1120.0,26.4,,,1096.0,132.0,1.0,
Bolivian titi,Mammalia,Primates,795.0,25.0,,,,,1.0,
Dusky titi,Mammalia,Primates,804.0,26.2,,,912.0,163.0,1.0,
Philippine tarsier,Mammalia,Primates,119.2,16.0,0.43,113.0,,179.0,1.0,306.95
Western tarsier,Mammalia,Primates,122.5,16.3,,,920.0,178.0,1.0,
Spectral tarsier,Mammalia,Primates,144.8,,0.831,173.0,425.0,157.0,1.0,309.15
Asiatic elephant,Mammalia,Proboscidea,3178000.0,79.6,2336.5,3672000.0,3287.0,644.0,1.0,308.95
African bush elephant,Mammalia,Proboscidea,4800000.0,65.0,,,4018.0,670.0,1.0,309.35
Bennett's chinchilla rat,Mammalia,Rodentia,265.5,2.3,,,,,3.0,
Mountain beaver,Mammalia,Rodentia,1125.0,,1.892,706.8,730.0,29.0,2.75,311.15
Ansell's mole-rat,Mammalia,Rodentia,90.0,20.6,,,365.0,,,
Damaraland mole-rat,Mammalia,Rodentia,180.0,15.5,0.418,131.3,511.0,93.0,2.5,308.35
African mole rat,Mammalia,Rodentia,132.5,11.0,0.35,78.9,450.0,81.0,2.86,307.55
Giant mole-rat,Mammalia,Rodentia,250.0,20.0,,,,112.0,2.6,307.15
Cape mole-rat,Mammalia,Rodentia,181.0,11.2,0.637,193.0,304.0,44.0,5.0,309.55
Silvery mole-rat,Mammalia,Rodentia,160.0,,0.43,88.5,,88.0,2.0,308.25
Naked mole-rat,Mammalia,Rodentia,35.0,31.0,0.128,35.3,228.0,70.0,7.0,305.25
Mouse-like hamster,Mammalia,Rodentia,20.4,9.4,,,,,3.3,
Afghan mouse-like hamster,Mammalia,Rodentia,20.4,,,,,,5.0,
Desmarest's hutia,Mammalia,Rodentia,4683.3,13.8,3.375,2630.0,304.0,125.0,2.0,308.85
Brown's hutia,Mammalia,Rodentia,1500.0,13.5,4.11,2456.0,365.0,123.0,2.0,309.15
Bahamian hutia,Mammalia,Rodentia,660.0,,1.483,775.0,730.0,117.0,1.0,309.15
Hispaniolan hutia,Mammalia,Rodentia,1267.0,15.9,,,,119.0,1.0,
American beaver,Mammalia,Rodentia,20250.0,23.4,,,639.0,128.0,3.5,
Eurasian beaver,Mammalia,Rodentia,25000.0,,,,639.0,105.0,3.0,
Brazilian guinea pig,Mammalia,Rodentia,341.0,6.0,,,74.0,63.0,2.5,
Guinea pig,Mammalia,Rodentia,728.0,12.0,2.13,639.1,66.0,68.0,3.8,312.15
Montane guinea pig,Mammalia,Rodentia,637.5,6.3,,,62.0,64.0,1.9,
Patagonian mara,Mammalia,Rodentia,12500.0,14.4,,,158.0,85.0,2.0,
Common yellow-toothed cavy,Mammalia,Rodentia,337.9,3.5,1.473,322.0,66.0,54.0,2.63,310.45
Spix's yellow-toothed cavy,Mammalia,Rodentia,450.0,4.6,,,70.0,53.0,2.5,
Capybara,Mammalia,Rodentia,55000.0,15.1,36.754,26385.0,456.0,150.0,4.8,310.25
Rock cavy,Mammalia,Rodentia,950.0,12.9,2.011,801.0,151.0,75.0,1.5,311.35
Long-tailed chinchilla,Mammalia,Rodentia,642.5,17.2,1.31,436.7,240.0,111.0,2.0,307.85
Peruvian mountain viscacha,Mammalia,Rodentia,1250.0,,,,365.0,140.0,1.0,
Mountain viscacha,Mammalia,Rodentia,1540.0,19.5,,,,134.0,1.5,
Plains viscacha,Mammalia,Rodentia,6000.0,10.8,10.623,6794.0,258.0,154.0,2.0,309.95
Silver mountain vole,Mammalia,Rodentia,37.7,,0.675,37.7,,,3.6,
Mongolian silver vole,Mammalia,Rodentia,36.0,3.8,,,,,,
Flat-headed vole,Mammalia,Rodentia,50.0,,,,,20.0,7.7,
European water vole,Mammalia,Rodentia,120.0,2.5,0.613,94.7,51.0,21.0,5.1,310.65
Northern pygmy mouse,Mammalia,Rodentia,8.0,3.3,0.095,7.2,44.0,20.0,3.0,309.15
Striped dwarf hamster,Mammalia,Rodentia,,5.3,,,,,5.3,310.05
Black-bellied hamster,Mammalia,Rodentia,506.7,3.6,1.251,365.3,43.0,20.0,7.0,312.65
Collared lemming,Mammalia,Rodentia,66.0,3.3,0.459,56.8,40.0,20.0,3.4,311.55
Richardson's collared lemming,Mammalia,Rodentia,55.0,,,,91.0,21.0,3.5,
Arctic lemming,Mammalia,Rodentia,85.0,,,,91.0,18.0,4.07,
Highland gerbil mouse,Mammalia,Rodentia,21.4,,0.167,17.5,49.0,18.0,5.6,309.55
Northern mole vole,Mammalia,Rodentia,40.0,6.4,,,94.0,26.0,3.7,
Steppe lemming,Mammalia,Rodentia,20.3,3.8,,,38.0,20.0,4.5,
Brandt's vole,Mammalia,Rodentia,40.0,4.1,0.428,40.2,61.0,,6.0,
Norway lemming,Mammalia,Rodentia,70.0,3.3,1.071,80.0,24.0,19.0,7.0,310.95
Crested rat,Mammalia,Rodentia,755.0,7.5,,,,,1.75,
Golden hamster,Mammalia,Rodentia,105.0,3.9,0.69,108.2,48.0,16.0,9.0,311.25
Brandt's hamster,Mammalia,Rodentia,174.0,4.4,,,41.0,15.0,8.0,
Field vole,Mammalia,Rodentia,46.0,4.8,0.367,25.0,36.0,21.0,4.4,310.75
Common vole,Mammalia,Rodentia,27.5,4.8,0.343,21.9,38.0,21.0,5.1,310.15
Mediterranean pine vole,Mammalia,Rodentia,23.0,,,,,,2.53,
Guenther's vole,Mammalia,Rodentia,51.6,3.9,0.447,43.8,60.0,21.0,6.0,311.45
Long-tailed vole,Mammalia,Rodentia,36.7,,0.383,32.5,,,5.22,311.15
Prairie vole,Mammalia,Rodentia,40.0,5.3,0.41,48.2,47.0,23.0,3.8,311.05
Tundra vole,Mammalia,Rodentia,58.0,,0.566,32.8,30.0,22.0,7.0,311.55
Meadow vole,Mammalia,Rodentia,49.0,,0.428,38.2,29.0,21.0,5.5,311.65
Woodland vole,Mammalia,Rodentia,25.5,3.8,0.305,24.8,98.0,21.0,3.0,311.45
Water vole,Mammalia,Rodentia,51.0,,0.701,64.5,,22.0,5.8,311.85
European pine vole,Mammalia,Rodentia,20.0,,0.276,17.8,96.0,22.0,2.7,310.95
Bank vole,Mammalia,Rodentia,20.8,4.9,0.312,21.5,47.0,20.0,4.3,
Gray red-backed vole,Mammalia,Rodentia,29.5,,0.321,27.2,62.0,,4.1,
Northern red-backed vole,Mammalia,Rodentia,20.0,2.1,,,,18.0,5.6,
Wood lemming,Mammalia,Rodentia,25.0,,0.522,26.4,33.0,22.0,4.6,312.15
White-throated woodrat,Mammalia,Rodentia,209.0,9.5,0.735,177.6,84.0,29.0,2.0,309.15
Bushy-tailed woodrat,Mammalia,Rodentia,335.5,,1.152,256.5,353.0,30.0,3.68,
Eastern woodrat,Mammalia,Rodentia,291.0,8.6,,,95.0,33.0,3.5,
Desert woodrat,Mammalia,Rodentia,236.0,10.5,0.46,112.5,76.0,33.0,3.0,309.95
Southern plains woodrat,Mammalia,Rodentia,236.3,,,,136.0,35.0,2.51,
Vesper rat,Mammalia,Rodentia,50.0,5.7,,,,30.0,2.25,
Golden mouse,Mammalia,Rodentia,22.0,8.4,0.151,19.5,,30.0,2.7,309.55
Muskrat,Mammalia,Rodentia,1362.0,,4.363,976.3,285.0,26.0,6.7,310.55
Northern grasshopper mouse,Mammalia,Rodentia,32.5,5.6,,,100.0,31.0,4.0,
Southern grasshopper mouse,Mammalia,Rodentia,22.0,4.6,0.165,19.1,41.0,30.0,3.7,309.15
California mouse,Mammalia,Rodentia,42.0,5.5,0.267,47.0,46.0,30.0,2.0,309.55
Canyon mouse,Mammalia,Rodentia,16.5,7.7,0.162,20.5,70.0,24.0,3.0,308.85
Cactus mouse,Mammalia,Rodentia,25.0,7.4,0.173,21.0,129.0,26.0,2.6,309.75
Guatemalan deer mouse,Mammalia,Rodentia,40.0,5.7,,,50.0,31.0,1.9,
White-footed mouse,Mammalia,Rodentia,23.0,7.9,0.213,22.3,73.0,26.0,4.5,309.85
Deer mouse,Mammalia,Rodentia,20.5,8.3,0.219,20.5,49.0,24.0,5.0,309.75
Oldfield mouse,Mammalia,Rodentia,14.0,5.5,0.12,12.0,28.0,24.0,3.8,
Pinyon mouse,Mammalia,Rodentia,25.0,5.4,0.307,33.1,50.0,26.0,3.4,309.85
Western heather vole,Mammalia,Rodentia,33.0,,0.375,21.5,37.0,22.0,4.58,311.05
Eastern heather vole,Mammalia,Rodentia,27.0,,,,38.0,23.0,4.9,
Desert hamster,Mammalia,Rodentia,,4.8,,,243.0,21.0,6.0,
Dzhungarian hamster,Mammalia,Rodentia,23.4,3.9,0.313,31.3,120.0,20.0,5.5,309.25
Darwin's leaf-eared mouse,Mammalia,Rodentia,50.8,,0.333,47.0,57.0,34.0,4.0,309.35
Florida mouse,Mammalia,Rodentia,32.0,7.4,0.288,30.8,40.0,23.0,2.5,
"Bunny, or Coney rat",Mammalia,Rodentia,72.2,5.5,0.428,78.7,61.0,,4.5,
Eastern harvest mouse,Mammalia,Rodentia,10.3,,,,105.0,23.0,2.9,
Western harvest mouse,Mammalia,Rodentia,11.0,,0.13,9.0,107.0,23.0,3.3,309.95
Splendid climbing mouse,Mammalia,Rodentia,89.0,,,,,,,
Alston's brown mouse,Mammalia,Rodentia,11.2,,0.174,12.0,34.0,31.0,2.8,310.75
Hispid cotton rat,Mammalia,Rodentia,185.0,5.2,1.085,159.6,40.0,27.0,5.0,311.25
Southern bog lemming,Mammalia,Rodentia,27.0,,,,,23.0,3.0,
Greater long-tailed hamster,Mammalia,Rodentia,25.0,,,,,,4.2,
Peters's climbing rat,Mammalia,Rodentia,280.0,5.4,,,82.0,40.0,2.4,
Red-nosed mouse,Mammalia,Rodentia,47.0,,,,,,3.8,
Gundi,Mammalia,Rodentia,288.8,5.8,,,319.0,74.0,1.9,
Speke's pectinator,Mammalia,Rodentia,178.0,,,,374.0,,1.2,
Chacoan tuco-tuco,Mammalia,Rodentia,860.0,,,,,,,
"Talas tuco-tuco, or Tuco-tuco",Mammalia,Rodentia,100.0,,0.611,121.0,243.0,102.0,4.0,309.25
Lowland paca,Mammalia,Rodentia,9000.0,16.3,15.323,9156.0,365.0,116.0,1.0,310.35
Mountain paca,Mammalia,Rodentia,8999.9,18.9,,,342.0,115.0,1.0,
Azara's agouti,Mammalia,Rodentia,2650.0,11.8,10.521,3849.0,,,,310.65
Crested agouti,Mammalia,Rodentia,2650.0,14.0,,,,,2.0,
Black agouti,Mammalia,Rodentia,3500.0,18.0,,,,,,
"Red-rumped agouti, or Agouti",Mammalia,Rodentia,3265.0,17.8,8.694,2687.0,193.0,112.0,1.0,311.45
Mexican agouti,Mammalia,Rodentia,2700.0,13.1,,,,,,
Black-rumped agouti,Mammalia,Rodentia,2900.0,16.3,,,,,1.5,
Central American agouti,Mammalia,Rodentia,2150.0,13.8,,,487.0,112.0,2.0,
"Ruatan island agouti, or Ruatan agouti",Mammalia,Rodentia,,13.7,,,,,,
Red acouchi,Mammalia,Rodentia,775.0,14.8,2.804,914.0,304.0,99.0,2.0,308.55
Pacarana,Mammalia,Rodentia,12250.0,12.8,,,,253.0,2.0,
Small five-toed jerboa,Mammalia,Rodentia,58.7,5.2,,,142.0,,4.5,
Euphrates jerboa,Mammalia,Rodentia,232.0,4.2,,,,,5.0,
Great jerboa,Mammalia,Rodentia,350.0,7.0,,,378.0,,4.0,
Mongolian five-toed jerboa,Mammalia,Rodentia,117.5,4.5,,,,,3.4,
Lesser Egyptian jerboa,Mammalia,Rodentia,55.0,7.3,0.515,75.0,327.0,38.0,3.0,310.65
Greater Egyptian jerboa,Mammalia,Rodentia,134.0,5.5,0.775,139.0,,35.0,2.5,310.15
Woodland jumping mouse,Mammalia,Rodentia,25.0,,0.22,21.8,256.0,29.0,4.0,310.15
Northern birch mouse,Mammalia,Rodentia,8.0,,0.179,10.0,365.0,31.0,5.0,309.15
Meadow jumping mouse,Mammalia,Rodentia,18.0,5.6,0.219,26.1,61.0,19.0,5.5,
Western jumping mouse,Mammalia,Rodentia,21.0,,,,,19.0,5.5,
Armored rat,Mammalia,Rodentia,504.0,7.0,,,,60.0,2.1,
Red-nosed armored tree-rat,Mammalia,Rodentia,276.0,,,,,,1.33,
"Andean spiny rat, or Short-tailed spiny-rat",Mammalia,Rodentia,285.0,6.8,,,148.0,64.0,,
"Guaira spiny rat, or Quaira spiny rat",Mammalia,Rodentia,400.0,,,,85.0,64.0,2.8,
Cayenne spiny rat,Mammalia,Rodentia,356.5,,,,148.0,64.0,2.4,
"Tome's spiny rat, or Spiny rat",Mammalia,Rodentia,500.0,5.8,1.75,498.0,146.0,64.0,2.4,311.05
"Common punare, or Brazilian spiny rat",Mammalia,Rodentia,373.5,7.0,1.153,323.0,178.0,94.0,3.1,310.75
Prehensile-tailed porcupine,Mammalia,Rodentia,3900.0,26.6,5.123,3280.0,578.0,203.0,1.0,309.85
North American porcupine,Mammalia,Rodentia,8600.0,23.4,13.675,6871.0,1095.0,210.0,1.0,309.15
Mexican hairy dwarf porcupine,Mammalia,Rodentia,2000.0,16.7,,,,,1.0,
Orange-spined hairy dwarf porcupine,Mammalia,Rodentia,1750.0,,,,,,1.0,
Yellow-faced pocket gopher,Mammalia,Rodentia,270.0,,,,310.0,,2.0,
Plains pocket gopher,Mammalia,Rodentia,176.7,12.0,0.769,197.0,91.0,51.0,4.0,308.15
Texas pocket gopher,Mammalia,Rodentia,397.0,,,,,,3.3,
Botta's pocket gopher,Mammalia,Rodentia,115.5,6.1,0.67,143.0,319.0,19.0,5.5,309.15
Western pocket gopher,Mammalia,Rodentia,75.0,,,,394.0,30.0,5.0,
Northern pocket gopher,Mammalia,Rodentia,104.0,,0.679,97.6,356.0,28.0,5.0,309.35
Forest dormouse,Mammalia,Rodentia,26.0,4.1,,,,28.0,3.0,
Asian garden dormouse,Mammalia,Rodentia,122.5,6.2,,,548.0,25.0,5.0,
Garden dormouse,Mammalia,Rodentia,82.5,5.5,,,365.0,23.0,5.0,
Japanese dormouse,Mammalia,Rodentia,27.0,7.0,,,145.0,30.0,4.0,
Fat dormouse,Mammalia,Rodentia,125.0,8.7,0.664,174.4,322.0,25.0,4.0,310.85
Woodland dormouse,Mammalia,Rodentia,24.0,6.9,0.225,38.4,,24.0,3.0,
Rock dormouse,Mammalia,Rodentia,46.1,7.3,,,,,5.2,
Hazel dormouse,Mammalia,Rodentia,27.3,5.3,0.351,23.5,335.0,23.0,4.0,
San Diego pocket mouse,Mammalia,Rodentia,18.7,8.3,0.15,19.6,166.0,25.0,3.0,305.75
Long-tailed pocket mouse,Mammalia,Rodentia,19.0,7.1,0.103,15.1,365.0,28.0,5.0,
Nelson's pocket mouse,Mammalia,Rodentia,14.4,,,,,30.0,3.68,
Agile kangaroo rat,Mammalia,Rodentia,61.0,,0.355,60.6,210.0,,2.6,310.15
Desert kangaroo rat,Mammalia,Rodentia,116.0,8.6,0.517,105.8,51.0,30.0,3.0,309.95
Heermann's kangaroo rat,Mammalia,Rodentia,65.0,8.3,0.408,63.3,53.0,31.0,3.1,
Merriam's kangaroo rat,Mammalia,Rodentia,42.0,9.7,0.246,37.6,102.0,28.0,2.3,310.15
Fresno kangaroo rat,Mammalia,Rodentia,35.5,,0.204,37.8,88.0,34.0,2.3,
Ord's kangaroo rat,Mammalia,Rodentia,57.0,9.9,0.339,47.8,61.0,29.0,3.0,307.75
Banner-tailed kangaroo rat,Mammalia,Rodentia,145.0,12.7,,,310.0,23.0,2.0,
Panamanian spiny pocket mouse,Mammalia,Rodentia,42.0,,,,193.0,,4.0,
Dark kangaroo mouse,Mammalia,Rodentia,13.4,,0.168,11.0,,,4.0,305.95
Arizona pocket mouse,Mammalia,Rodentia,11.7,5.9,,,,,,
Plains pocket mouse,Mammalia,Rodentia,9.0,,,,84.0,26.0,4.75,
Silky pocket mouse,Mammalia,Rodentia,8.0,,0.097,8.3,,26.0,4.0,307.75
Little pocket mouse,Mammalia,Rodentia,8.0,8.3,0.061,8.5,151.0,22.0,5.0,307.85
Merriam's pocket mouse,Mammalia,Rodentia,8.0,,,,,,4.5,
Great Basin pocket mouse,Mammalia,Rodentia,20.1,5.8,0.16,19.2,100.0,24.0,4.8,
African brush-tailed porcupine,Mammalia,Rodentia,2750.0,22.9,,,,106.0,1.5,
Asiatic brush-tailed porcupine,Mammalia,Rodentia,2000.0,,,,,,1.25,
Cape porcupine,Mammalia,Rodentia,24000.0,23.1,13.175,11300.0,375.0,94.0,2.1,310.65
Malayan porcupine,Mammalia,Rodentia,8000.0,27.3,,,,112.0,1.5,
African porcupine,Mammalia,Rodentia,20000.0,28.0,,,,66.0,2.3,
Indian crested porcupine,Mammalia,Rodentia,20000.0,27.1,,,,113.0,2.0,
Indonesian porcupine,Mammalia,Rodentia,2740.0,,,,,112.0,,
Sumatran porcupine,Mammalia,Rodentia,4200.0,,,,,112.0,,
Long-tailed porcupine,Mammalia,Rodentia,2000.0,,,,,,,
Spiny mouse,Mammalia,Rodentia,45.2,5.9,0.258,42.0,58.0,38.0,3.0,310.65
Turkish spiny mouse,Mammalia,Rodentia,,4.0,,,,,,
Crete spiny mouse,Mammalia,Rodentia,62.5,,,,58.0,38.0,,
Golden spiny mouse,Mammalia,Rodentia,54.4,,0.24,55.4,91.0,34.0,2.5,310.45
Wilson's spiny mouse,Mammalia,Rodentia,20.0,5.6,,,,39.0,2.3,
Striped field mouse,Mammalia,Rodentia,21.5,,0.373,21.2,76.0,22.0,5.7,
Small Japanese field mouse,Mammalia,Rodentia,23.4,5.0,,,61.0,23.0,4.1,
Yellow-necked mouse,Mammalia,Rodentia,29.4,4.5,0.365,28.3,52.0,26.0,5.5,309.85
Korean field mouse,Mammalia,Rodentia,32.9,4.4,,,51.0,26.0,4.7,
Large Japanese field mouse,Mammalia,Rodentia,44.0,5.3,,,,,4.5,
Long-tailed field mouse,Mammalia,Rodentia,23.4,6.3,0.264,23.8,71.0,23.0,5.2,309.85
Nile kusu,Mammalia,Rodentia,110.0,6.7,,,45.0,22.0,5.0,
Pencil-tailed tree mouse,Mammalia,Rodentia,29.0,3.6,,,101.0,20.0,2.2,
African water rat,Mammalia,Rodentia,58.5,,,,,,2.0,
Brush-tailed rabbit rat,Mammalia,Rodentia,144.0,4.5,0.908,213.2,,35.0,2.0,309.05
Panay crateromys,Mammalia,Rodentia,,8.8,,,,,,
Luzon bushy-tailed cloud rat,Mammalia,Rodentia,1363.72,,,,,,,
Cape short-eared gerbil,Mammalia,Rodentia,54.5,6.1,0.49,71.9,,29.0,3.3,309.05
North African gerbil,Mammalia,Rodentia,28.4,7.3,,,,,4.3,
Cape gerbil,Mammalia,Rodentia,74.8,5.7,1.016,106.5,152.0,23.0,3.9,307.15
Southern savanna gerbil,Mammalia,Rodentia,113.0,5.0,,,99.0,25.0,4.3,
Lesser Egyptian gerbil,Mammalia,Rodentia,30.0,5.9,0.237,29.7,,,4.1,310.35
Baluchistan gerbil,Mammalia,Rodentia,18.5,4.5,0.129,29.7,,22.0,5.0,311.95
Pale gerbil,Mammalia,Rodentia,50.0,5.5,0.261,56.3,93.0,20.0,4.5,
Greater Egyptian gerbil,Mammalia,Rodentia,37.0,8.2,0.454,108.5,74.0,21.0,3.3,309.25
Woodland mouse,Mammalia,Rodentia,60.0,4.4,,,73.0,24.0,3.0,
Golden-bellied water rat,Mammalia,Rodentia,850.0,7.3,2.97,900.0,163.0,36.0,3.8,309.75
Barbary striped grass mouse,Mammalia,Rodentia,26.2,4.4,,,,,4.6,
Typical striped grass mouse,Mammalia,Rodentia,42.3,4.8,,,168.0,25.0,4.54,
Gray tree rat,Mammalia,Rodentia,177.0,,,,,,3.0,
Greater stick-nest rat,Mammalia,Rodentia,332.5,5.3,,,227.0,38.0,2.2,
Guinea multimammate mouse,Mammalia,Rodentia,37.8,,,,137.0,21.0,6.5,
Sundevall's jird,Mammalia,Rodentia,35.0,5.6,,,61.0,22.0,4.0,
Libyan jird,Mammalia,Rodentia,100.0,5.2,,,91.0,26.0,5.0,
Mid-day jird,Mammalia,Rodentia,53.0,6.8,,,,23.0,5.6,
Persian jird,Mammalia,Rodentia,100.0,6.0,,,,26.0,4.3,
Shaw's jird,Mammalia,Rodentia,185.0,,,,102.0,26.0,5.4,
Tamarisk jird,Mammalia,Rodentia,,,,,,,4.2,
Mongolian jird,Mammalia,Rodentia,53.2,6.3,0.546,64.8,43.0,25.0,5.0,311.35
Vinogradov's jird,Mammalia,Rodentia,150.0,6.7,,,,22.0,7.0,
Black-footed tree rat,Mammalia,Rodentia,900.0,7.8,,,71.0,44.0,2.0,
Golden-backed tree rat,Mammalia,Rodentia,268.5,7.1,,,,48.0,2.0,
"Namaqua rock rat, or Rock mouse",Mammalia,Rodentia,47.6,4.7,0.292,62.6,,22.0,3.8,309.95
Old World harvest mouse,Mammalia,Rodentia,6.0,3.8,0.201,7.6,40.0,20.0,5.2,311.15
Sand-colored rat,Mammalia,Rodentia,70.0,4.0,,,,,2.3,
Ryukyu mouse,Mammalia,Rodentia,11.2,,,,53.0,21.0,,
Fawn-colored mouse,Mammalia,Rodentia,17.7,,,,,20.0,4.1,
"Southern African pygmy mouse, or Pygmy mouse",Mammalia,Rodentia,7.2,4.3,0.129,8.0,60.0,20.0,4.3,309.45
Temminck's mouse,Mammalia,Rodentia,6.0,,,,60.0,24.0,4.5,
House mouse,Mammalia,Rodentia,20.5,4.0,0.271,18.0,42.0,19.0,7.0,310.05
Mound-building mouse,Mammalia,Rodentia,19.9,3.5,,,65.0,20.0,6.7,
Spinifex hopping mouse,Mammalia,Rodentia,35.0,6.4,0.252,32.3,75.0,35.0,3.9,311.15
Northern hopping mouse,Mammalia,Rodentia,39.0,,,,,53.0,3.0,
Mitchell's hopping mouse,Mammalia,Rodentia,52.0,5.3,,,73.0,37.0,3.3,
Vlei rat,Mammalia,Rodentia,146.8,,0.474,102.0,82.0,40.0,1.78,310.75
Fat-tailed gerbil,Mammalia,Rodentia,40.0,8.3,,,55.0,20.0,4.5,
Slender-tailed cloud rat,Mammalia,Rodentia,1750.0,13.6,,,,,1.0,
Northern Luzon slender-tailed cloud rat,Mammalia,Rodentia,1744.0,10.7,,,,,,
"Chestnut pogonomys, or Long-tailed tree mouse",Mammalia,Rodentia,57.0,3.1,,,,,2.4,
"Tullberg's praomys, or Tullberg's rock rat",Mammalia,Rodentia,30.0,5.2,,,82.0,24.0,3.5,
Fat sand rat,Mammalia,Rodentia,212.0,3.2,,,100.0,24.0,3.5,
"Plains mouse, or Australian native mouse",Mammalia,Rodentia,65.0,7.9,,,145.0,31.0,3.1,
Western pebble-mound mouse,Mammalia,Rodentia,12.0,6.8,,,,,,
Smoky mouse,Mammalia,Rodentia,70.0,6.5,,,,,3.5,
Long-tailed mouse,Mammalia,Rodentia,60.1,,,,272.0,32.0,2.3,
Kimberly mouse,Mammalia,Rodentia,12.0,6.9,,,,,,
Heath mouse,Mammalia,Rodentia,64.0,6.0,,,335.0,,3.0,
Bush rat,Mammalia,Rodentia,130.0,5.3,0.471,76.0,107.0,26.0,5.0,310.65
Australian swamp rat,Mammalia,Rodentia,115.0,4.4,0.353,109.0,79.0,27.0,5.0,309.85
Norway rat,Mammalia,Rodentia,300.0,3.8,1.404,206.9,90.0,21.0,9.9,310.25
Rat,Mammalia,Rodentia,200.0,4.2,0.77,117.0,90.0,22.0,7.3,311.15
Four-striped grass mouse,Mammalia,Rodentia,51.0,4.5,0.179,39.6,42.0,25.0,6.0,310.15
Great gerbil,Mammalia,Rodentia,285.0,4.5,,,105.0,28.0,5.0,
Bushy-tailed jird,Mammalia,Rodentia,65.0,7.3,0.274,63.6,,,2.9,310.65
Mueller's giant Sunda rat,Mammalia,Rodentia,334.0,,,,,,3.8,
Indian gerbil,Mammalia,Rodentia,146.7,7.0,0.422,86.9,77.0,26.0,5.4,309.15
Slender gerbil,Mammalia,Rodentia,51.9,,,,91.0,26.0,4.5,
Acacia rat,Mammalia,Rodentia,80.0,,0.487,132.4,109.0,26.0,3.5,309.85
Thicket rat,Mammalia,Rodentia,65.0,,,,83.0,24.0,1.3,
"Woosnam's broad-headed mouse, or South African broad-headed mouse",Mammalia,Rodentia,54.5,,,,,31.0,4.7,
Common rock rat,Mammalia,Rodentia,50.0,,,,155.0,30.0,2.5,
Carpentarian rock rat,Mammalia,Rodentia,123.0,6.2,,,,,,
Central rock rat,Mammalia,Rodentia,100.0,7.5,,,,,,
Nutria,Mammalia,Rodentia,7850.0,19.0,,,152.0,131.0,6.0,307.75
Giant rat,Mammalia,Rodentia,1300.0,7.4,,,162.0,34.0,1.0,
Gambian rat,Mammalia,Rodentia,1500.0,8.4,6.024,1686.7,158.0,34.0,3.5,308.75
Gray climbing mouse,Mammalia,Rodentia,7.4,4.2,,,,25.0,4.6,
Brant's climbing mouse,Mammalia,Rodentia,13.0,3.3,,,,,4.4,
Malagasy giant rat,Mammalia,Rodentia,1250.0,12.6,,,730.0,120.0,1.0,
White-tailed mouse,Mammalia,Rodentia,106.0,6.3,0.707,93.8,109.0,38.0,3.0,306.15
Pouched mouse,Mammalia,Rodentia,47.4,4.5,0.274,68.1,45.0,21.0,6.8,308.45
Fat mouse,Mammalia,Rodentia,25.5,,0.105,37.5,,,4.7,307.25
Degu,Mammalia,Rodentia,235.0,14.0,0.958,199.6,182.0,90.0,6.0,310.75
Mountain degu,Mammalia,Rodentia,158.0,,0.715,154.1,,104.0,2.0,310.35
Coruro,Mammalia,Rodentia,98.0,10.8,0.561,126.2,,80.0,2.4,309.65
"South African springhare, or Springhare",Mammalia,Rodentia,3500.0,20.0,4.427,2300.0,1034.0,80.0,1.0,309.05
Dassie rat,Mammalia,Rodentia,200.0,,,,,,1.9,
Malabar spiny dormouse,Mammalia,Rodentia,75.0,,,,,,,
Harris's antelope squirrel,Mammalia,Rodentia,126.0,10.6,,,319.0,30.0,6.8,
White-tailed antelope squirrel,Mammalia,Rodentia,105.0,11.2,0.511,94.1,365.0,29.0,8.0,310.65
Nelson's antelope squirrel,Mammalia,Rodentia,154.5,,,,378.0,26.0,8.0,
Barbary ground squirrel,Mammalia,Rodentia,400.0,,,,,,,
Ear-spot squirrel,Mammalia,Rodentia,134.5,,,,414.0,48.0,1.9,
Gray-bellied squirrel,Mammalia,Rodentia,257.0,13.7,,,,,2.2,
Pallas's squirrel,Mammalia,Rodentia,272.0,17.0,,,,48.0,1.9,
